Namespace(rate=0.2, data_file_dir='../Data/', data_dir='../Data/functional_connectivity/node=50_size=480_step=180_rho=0.100000/', output='./linear_node=50_size=480_step=180_rho=0.100000_num_iter=150.log', num_iter=150, Linear=True)
train acc=1.0, test acc=0.9402985074626866, train auc=1.0, test auc=0.9400477232054086
train acc=1.0, test acc=0.9303482587064676, train auc=1.0, test auc=0.9328852327447833
train acc=1.0, test acc=0.945273631840796, train auc=1.0, test auc=0.9475806451612904
train acc=1.0, test acc=0.9353233830845771, train auc=1.0, test auc=0.9340840840840842
train acc=1.0, test acc=0.900497512437811, train auc=1.0, test auc=0.9005445544554457
train acc=1.0, test acc=0.945273631840796, train auc=1.0, test auc=0.946150777822098
train acc=1.0, test acc=0.9303482587064676, train auc=1.0, test auc=0.9292114695340502
train acc=1.0, test acc=0.9303482587064676, train auc=1.0, test auc=0.9304950495049505
train acc=1.0, test acc=0.9402985074626866, train auc=1.0, test auc=0.938838223632038
train acc=1.0, test acc=0.9303482587064676, train auc=1.0, test auc=0.9313481805527937
train acc=1.0, test acc=0.9054726368159204, train auc=1.0, test auc=0.9056743909685085
train acc=1.0, test acc=0.9253731343283582, train auc=1.0, test auc=0.9255445544554455
train acc=1.0, test acc=0.9253731343283582, train auc=1.0, test auc=0.9252822341057636
train acc=1.0, test acc=0.9402985074626866, train auc=1.0, test auc=0.9399641577060931
train acc=1.0, test acc=0.9253731343283582, train auc=1.0, test auc=0.9280219780219782
train acc=1.0, test acc=0.9552238805970149, train auc=1.0, test auc=0.9579373104145601
train acc=1.0, test acc=0.9552238805970149, train auc=1.0, test auc=0.9552552552552553
train acc=1.0, test acc=0.9203980099502488, train auc=1.0, test auc=0.9236857825567504
train acc=1.0, test acc=0.945273631840796, train auc=1.0, test auc=0.9453357100415923
train acc=1.0, test acc=0.9402985074626866, train auc=1.0, test auc=0.9403465346534653
train acc=1.0, test acc=0.8905472636815921, train auc=1.0, test auc=0.8905940594059406
train acc=1.0, test acc=0.9353233830845771, train auc=1.0, test auc=0.9375378100423473
train acc=1.0, test acc=0.9253731343283582, train auc=1.0, test auc=0.9256435643564356
train acc=1.0, test acc=0.9303482587064676, train auc=1.0, test auc=0.9303051317614425
train acc=1.0, test acc=0.9502487562189055, train auc=1.0, test auc=0.9522936740678677
train acc=1.0, test acc=0.9353233830845771, train auc=1.0, test auc=0.9361476238624873
train acc=1.0, test acc=0.9154228855721394, train auc=1.0, test auc=0.9159896968496137
train acc=1.0, test acc=0.9104477611940298, train auc=1.0, test auc=0.9102678571428572
train acc=1.0, test acc=0.9402985074626866, train auc=1.0, test auc=0.940625
train acc=1.0, test acc=0.9253731343283582, train auc=1.0, test auc=0.9232767232767233
train acc=1.0, test acc=0.9253731343283582, train auc=1.0, test auc=0.9307283306581059
train acc=1.0, test acc=0.8905472636815921, train auc=1.0, test auc=0.8904455445544555
train acc=1.0, test acc=0.9054726368159204, train auc=1.0, test auc=0.907942057942058
train acc=1.0, test acc=0.9353233830845771, train auc=1.0, test auc=0.9377680212374923
train acc=1.0, test acc=0.9402985074626866, train auc=1.0, test auc=0.9400138696255201
train acc=1.0, test acc=0.9402985074626866, train auc=1.0, test auc=0.9397602397602397
train acc=1.0, test acc=0.9353233830845771, train auc=1.0, test auc=0.9354166666666667
train acc=1.0, test acc=0.945273631840796, train auc=1.0, test auc=0.9453869047619047
train acc=1.0, test acc=0.9154228855721394, train auc=1.0, test auc=0.9125702247191011
train acc=1.0, test acc=0.9402985074626866, train auc=1.0, test auc=0.9383527287319423
train acc=1.0, test acc=0.9203980099502488, train auc=1.0, test auc=0.9198244914240128
train acc=1.0, test acc=0.9253731343283582, train auc=1.0, test auc=0.9235640207419227
train acc=1.0, test acc=0.9203980099502488, train auc=1.0, test auc=0.9232937077269933
train acc=1.0, test acc=0.9402985074626866, train auc=1.0, test auc=0.9406653426017875
train acc=1.0, test acc=0.9502487562189055, train auc=1.0, test auc=0.950237670825906
train acc=1.0, test acc=0.9353233830845771, train auc=1.0, test auc=0.9408215010141988
train acc=1.0, test acc=0.9502487562189055, train auc=1.0, test auc=0.9502376708259062
train acc=1.0, test acc=0.9402985074626866, train auc=1.0, test auc=0.9395729890764648
train acc=1.0, test acc=0.9104477611940298, train auc=1.0, test auc=0.9098969684961363
train acc=1.0, test acc=0.9353233830845771, train auc=1.0, test auc=0.9349702380952382
train acc=1.0, test acc=0.9253731343283582, train auc=1.0, test auc=0.9260752688172043
train acc=1.0, test acc=0.9353233830845771, train auc=1.0, test auc=0.9415863906538224
train acc=1.0, test acc=0.9402985074626866, train auc=1.0, test auc=0.9398790642347343
train acc=1.0, test acc=0.9054726368159204, train auc=1.0, test auc=0.9021017699115045
train acc=1.0, test acc=0.945273631840796, train auc=1.0, test auc=0.9437851971037812
train acc=1.0, test acc=0.9203980099502488, train auc=1.0, test auc=0.9200636309405448
train acc=1.0, test acc=0.9303482587064676, train auc=1.0, test auc=0.9302083333333335
train acc=1.0, test acc=0.9402985074626866, train auc=1.0, test auc=0.9402260111022998
train acc=1.0, test acc=0.9253731343283582, train auc=1.0, test auc=0.9254220456802383
train acc=1.0, test acc=0.9353233830845771, train auc=1.0, test auc=0.9377680212374923
train acc=1.0, test acc=0.900497512437811, train auc=1.0, test auc=0.902789046653144
train acc=1.0, test acc=0.8805970149253731, train auc=1.0, test auc=0.881330685203575
train acc=1.0, test acc=0.9353233830845771, train auc=1.0, test auc=0.936050061050061
train acc=1.0, test acc=0.9552238805970149, train auc=1.0, test auc=0.9549910873440285
train acc=1.0, test acc=0.9154228855721394, train auc=1.0, test auc=0.9149990093124629
train acc=1.0, test acc=0.9154228855721394, train auc=1.0, test auc=0.9154936558287072
train acc=1.0, test acc=0.9054726368159204, train auc=1.0, test auc=0.9071002979145978
train acc=1.0, test acc=0.9502487562189055, train auc=1.0, test auc=0.9502179512581732
train acc=1.0, test acc=0.9502487562189055, train auc=1.0, test auc=0.9501488095238094
train acc=1.0, test acc=0.9154228855721394, train auc=1.0, test auc=0.9147444820043746
train acc=1.0, test acc=0.9303482587064676, train auc=1.0, test auc=0.9340845632229756
train acc=1.0, test acc=0.9502487562189055, train auc=1.0, test auc=0.9520568663036904
train acc=1.0, test acc=0.9203980099502488, train auc=1.0, test auc=0.9170345104333868
train acc=1.0, test acc=0.9253731343283582, train auc=1.0, test auc=0.925382779876715
train acc=1.0, test acc=0.9353233830845771, train auc=1.0, test auc=0.933094384707288
train acc=1.0, test acc=0.900497512437811, train auc=1.0, test auc=0.9004359025163465
train acc=1.0, test acc=0.9402985074626866, train auc=1.0, test auc=0.9401004304160688
train acc=1.0, test acc=0.9303482587064676, train auc=1.0, test auc=0.9309575733544805
train acc=1.0, test acc=0.9253731343283582, train auc=1.0, test auc=0.9247620935765265
train acc=1.0, test acc=0.9402985074626866, train auc=1.0, test auc=0.9416583416583417
train acc=1.0, test acc=0.900497512437811, train auc=1.0, test auc=0.9016369047619048
train acc=1.0, test acc=0.945273631840796, train auc=1.0, test auc=0.946150777822098
train acc=1.0, test acc=0.945273631840796, train auc=1.0, test auc=0.9458589260947097
train acc=1.0, test acc=0.9402985074626866, train auc=1.0, test auc=0.9410714285714287
train acc=1.0, test acc=0.9253731343283582, train auc=1.0, test auc=0.926126126126126
train acc=1.0, test acc=0.8955223880597015, train auc=1.0, test auc=0.8958292054685952
train acc=1.0, test acc=0.9353233830845771, train auc=1.0, test auc=0.935374826009147
train acc=1.0, test acc=0.9502487562189055, train auc=1.0, test auc=0.9501488095238094
train acc=1.0, test acc=0.9104477611940298, train auc=1.0, test auc=0.9108876560332871
train acc=1.0, test acc=0.9154228855721394, train auc=1.0, test auc=0.9159880834160874
train acc=1.0, test acc=0.9402985074626866, train auc=1.0, test auc=0.9419963107194097
train acc=1.0, test acc=0.9502487562189055, train auc=1.0, test auc=0.9488511488511489
train acc=1.0, test acc=0.9402985074626866, train auc=1.0, test auc=0.9423038728897716
train acc=1.0, test acc=0.9203980099502488, train auc=1.0, test auc=0.9214456391875747
train acc=1.0, test acc=0.9402985074626866, train auc=1.0, test auc=0.9395321173671689
train acc=1.0, test acc=0.9203980099502488, train auc=1.0, test auc=0.9199544012688342
train acc=1.0, test acc=0.9303482587064676, train auc=1.0, test auc=0.926346037507562
train acc=1.0, test acc=0.9353233830845771, train auc=1.0, test auc=0.9349702380952382
train acc=1.0, test acc=0.9502487562189055, train auc=1.0, test auc=0.954554886905997
train acc=1.0, test acc=0.9502487562189055, train auc=1.0, test auc=0.9478626271010584
train acc=1.0, test acc=0.9552238805970149, train auc=1.0, test auc=0.9549107142857143
train acc=1.0, test acc=0.9154228855721394, train auc=1.0, test auc=0.9153907337442831
train acc=1.0, test acc=0.945273631840796, train auc=1.0, test auc=0.9451485148514852
train acc=1.0, test acc=0.8955223880597015, train auc=1.0, test auc=0.8962628865979381
train acc=1.0, test acc=0.9303482587064676, train auc=1.0, test auc=0.9316816816816816
train acc=1.0, test acc=0.9104477611940298, train auc=1.0, test auc=0.9147947723095773
train acc=1.0, test acc=0.9253731343283582, train auc=1.0, test auc=0.9284209470304975
train acc=1.0, test acc=0.900497512437811, train auc=1.0, test auc=0.9057057057057059
train acc=1.0, test acc=0.9303482587064676, train auc=1.0, test auc=0.9317315409309791
train acc=1.0, test acc=0.9402985074626866, train auc=1.0, test auc=0.9407108721624852
train acc=1.0, test acc=0.9203980099502488, train auc=1.0, test auc=0.9228029695024078
train acc=1.0, test acc=0.9303482587064676, train auc=1.0, test auc=0.9306306306306306
train acc=1.0, test acc=0.9253731343283582, train auc=1.0, test auc=0.9271771771771772
train acc=1.0, test acc=0.9253731343283582, train auc=1.0, test auc=0.9252822341057636
train acc=1.0, test acc=0.9303482587064676, train auc=1.0, test auc=0.9305108608205952
train_acc_list: min=1.0, max=1.0, mean=1.0, var=0.0
test_acc_list: min=0.8805970149253731, max=0.9651741293532339, mean=0.929452736318408, var=0.0003006757258483701
train_auc_list: min=1.0, max=1.0, mean=1.0, var=0.0
test_auc_list: min=0.881330685203575, max=0.9666329625884732, mean=0.9299776431252835, var=0.0002987260416755511
